Date,AveragePrice,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags,type,year,region
6/12/2015,0.76,838225.19,111259.34,378124.28,8807.96,340033.61,35086.04,304844.07,103.5,conventional,2015,Denver
29/11/2015,1.12,429109.64,85241.45,179982.42,14146.28,149739.49,31920.41,117819.08,0.0,conventional,2015,Denver
22/11/2015,0.85,724865.72,100047.56,323796.5,18215.73,282805.93,31358.6,251447.33,0.0,conventional,2015,Denver
15/11/2015,0.82,925618.09,98269.82,428998.81,20029.1,378320.36,36279.71,342040.65,0.0,conventional,2015,Denver
8/11/2015,0.93,690633.88,113964.9,354454.62,12294.0,209920.36,39635.83,170279.53,5.0,conventional,2015,Denver
1/11/2015,0.82,831994.43,140330.11,446007.8,8551.05,237105.47,41633.91,195471.56,0.0,conventional,2015,Denver
25/10/2015,0.93,735206.51,106239.17,393920.63,11222.0,223824.71,39914.62,183910.09,0.0,conventional,2015,Denver
18/10/2015,0.87,805437.95,117059.41,435491.56,13693.47,239193.51,41688.37,197487.51,17.63,conventional,2015,Denver
11/10/2015,0.9,775976.51,108538.74,432102.05,18840.69,216495.03,40462.27,176032.76,0.0,conventional,2015,Denver
4/10/2015,1.02,678935.84,101712.18,364774.25,27621.71,184827.7,41345.58,143474.53,7.59,conventional,2015,Denver
27/9/2015,0.97,694871.74,119089.66,386987.12,15285.72,173509.24,43108.21,130401.03,0.0,conventional,2015,Denver
20/9/2015,0.98,760083.16,85382.01,461272.5,25529.99,187898.66,40644.98,147253.68,0.0,conventional,2015,Denver
13/9/2015,1.01,735436.91,115935.68,451936.38,17938.63,149626.22,47733.95,101892.27,0.0,conventional,2015,Denver
6/9/2015,1.09,729046.74,138154.55,420365.75,19090.66,151435.78,47833.83,103601.95,0.0,conventional,2015,Denver
30/8/2015,1.14,721703.83,119849.97,421032.49,19353.95,161467.42,43991.55,117475.87,0.0,conventional,2015,Denver
23/8/2015,1.2,598195.03,135261.61,318115.81,21420.3,123397.31,45407.51,77989.8,0.0,conventional,2015,Denver
16/8/2015,1.17,648148.15,157630.43,348863.51,18154.64,123499.57,46710.57,76789.0,0.0,conventional,2015,Denver
9/8/2015,1.09,669377.04,131770.05,377129.38,24025.84,136451.77,46596.12,89855.65,0.0,conventional,2015,Denver
2/8/2015,1.05,727916.83,153498.68,423519.88,16711.0,134187.27,45644.8,88542.47,0.0,conventional,2015,Denver
26/7/2015,1.18,703672.69,138942.76,376355.19,25777.83,162596.91,58753.1,103843.81,0.0,conventional,2015,Denver
19/7/2015,1.1,857872.86,119266.12,513055.1,17089.18,208462.46,68585.03,139859.47,17.96,conventional,2015,Denver
12/7/2015,1.18,738933.68,123673.43,423853.38,22068.15,169338.72,66816.09,101611.95,910.68,conventional,2015,Denver
5/7/2015,1.19,736913.15,146171.45,428389.18,19546.92,142805.6,88349.57,54456.03,0.0,conventional,2015,Denver
28/6/2015,1.2,696697.65,162885.58,362226.14,18449.63,153136.3,93206.17,59917.38,12.75,conventional,2015,Denver
21/6/2015,1.16,730826.79,184206.21,405469.62,12854.03,128296.93,83581.46,44715.47,0.0,conventional,2015,Denver
14/6/2015,1.16,743005.75,194447.12,401133.25,17694.15,129731.23,79508.59,50222.64,0.0,conventional,2015,Denver
7/6/2015,1.11,782886.63,167992.06,439309.16,17507.3,158078.11,70061.87,88016.24,0.0,conventional,2015,Denver
31/5/2015,1.26,600377.94,127747.5,365471.2,18725.02,88434.22,52816.05,35618.17,0.0,conventional,2015,Denver
24/5/2015,1.16,657593.22,198187.29,369924.19,18817.6,70664.14,50060.32,20603.82,0.0,conventional,2015,Denver
17/5/2015,1.21,592588.01,156010.24,305200.86,17377.87,113999.04,50687.72,63311.32,0.0,conventional,2015,Denver
10/5/2015,1.08,735145.02,148762.57,454026.16,16724.31,115631.98,49343.56,66285.96,2.46,conventional,2015,Denver
3/5/2015,1.01,781496.4,182975.49,485743.46,14810.14,97967.31,45163.77,52803.54,0.0,conventional,2015,Denver
26/4/2015,1.19,620827.49,160372.05,381779.34,5981.19,72694.91,44469.33,27221.41,1004.17,conventional,2015,Denver
19/4/2015,1.08,797021.22,129744.18,544167.43,6231.67,116877.94,44279.02,72598.92,0.0,conventional,2015,Denver
12/4/2015,1.05,858680.51,176304.23,574793.28,8603.75,98979.25,42716.25,56263.0,0.0,conventional,2015,Denver
5/4/2015,1.19,645727.95,156966.84,396449.92,6308.61,86002.58,53589.8,31483.61,929.17,conventional,2015,Denver
29/3/2015,1.11,627546.3,160679.31,371990.15,4760.21,90116.63,55936.09,34180.54,0.0,conventional,2015,Denver
22/3/2015,1.15,603112.11,131881.99,380284.5,8461.12,82484.5,47368.3,35116.2,0.0,conventional,2015,Denver
15/3/2015,1.03,662131.8,160422.27,403060.76,5122.11,93526.66,50621.03,42905.63,0.0,conventional,2015,Denver
8/3/2015,1.03,719792.51,118578.11,491584.39,7264.83,102365.18,54092.42,48272.76,0.0,conventional,2015,Denver
1/3/2015,1.03,670820.5,101528.39,487873.51,5507.38,75911.22,38246.75,37664.47,0.0,conventional,2015,Denver
22/2/2015,1.0,899302.8,153410.25,584093.63,5686.33,156112.59,62564.22,93534.16,14.21,conventional,2015,Denver
15/2/2015,1.12,629074.28,116907.81,404107.32,7797.57,100261.58,80270.81,19965.51,25.26,conventional,2015,Denver
8/2/2015,0.95,766576.39,153584.14,466313.49,5420.92,141257.84,92800.41,48427.25,30.18,conventional,2015,Denver
1/2/2015,0.93,990211.57,217715.85,608156.34,5736.45,158602.93,90555.95,68006.59,40.39,conventional,2015,Denver
25/1/2015,1.02,695658.81,140914.23,422434.82,4944.79,127364.97,74743.6,52611.95,9.42,conventional,2015,Denver
18/1/2015,0.99,808194.41,151976.7,500683.5,4225.31,151308.9,77528.06,73764.68,16.16,conventional,2015,Denver
11/1/2015,1.09,666579.35,110974.25,427723.2,5357.69,122524.21,85793.27,36703.98,26.96,conventional,2015,Denver
4/1/2015,0.99,668086.0,117454.09,429518.41,5553.6,115559.9,67894.33,47661.52,4.05,conventional,2015,Denver
27/12/2015,1.01,2580602.96,336673.7,1411808.83,254629.93,577490.5,400003.8,98401.09,79085.61,conventional,2015,GreatLakes
20/12/2015,1.01,2504745.45,383701.76,1337404.03,241580.61,542059.05,358218.65,122999.48,60840.92,conventional,2015,GreatLakes
13/12/2015,1.03,2608448.06,463349.67,1342449.84,228576.54,574072.01,409909.7,148004.93,16157.38,conventional,2015,GreatLakes
6/12/2015,1.0,2981347.2,401676.14,1680591.43,398320.64,500758.99,325850.0,124306.44,50602.55,conventional,2015,GreatLakes
29/11/2015,1.07,2198408.92,318661.4,1199426.12,248818.72,431502.68,328369.47,83149.01,19984.2,conventional,2015,GreatLakes
22/11/2015,1.03,2601821.63,347803.29,1471865.16,280543.97,501609.21,391454.61,89472.08,20682.52,conventional,2015,GreatLakes
15/11/2015,1.09,2494044.41,342002.87,1322818.28,248635.49,580587.77,465154.46,99695.62,15737.69,conventional,2015,GreatLakes
8/11/2015,0.98,3184946.53,410061.0,1794703.2,425242.73,554939.6,365002.12,138161.32,51776.16,conventional,2015,GreatLakes
1/11/2015,1.0,3229124.75,436343.74,1825512.93,388703.05,578565.03,399665.31,133071.89,45827.83,conventional,2015,GreatLakes
25/10/2015,1.1,2671535.94,383559.81,1460066.36,331096.84,496812.93,335249.25,130933.76,30629.92,conventional,2015,GreatLakes
18/10/2015,1.03,2981549.94,396690.54,1695841.56,353741.96,535275.88,419558.97,92629.46,23087.45,conventional,2015,GreatLakes
11/10/2015,1.02,3004133.39,355508.86,1652244.4,456771.26,539608.87,384772.59,93016.17,61820.11,conventional,2015,GreatLakes
4/10/2015,1.05,2814678.93,296032.66,1632488.05,381986.61,504171.61,354840.13,106127.86,43203.62,conventional,2015,GreatLakes
27/9/2015,1.1,2770074.76,343271.52,1605775.14,344488.51,476539.59,327299.75,103091.55,46148.29,conventional,2015,GreatLakes
20/9/2015,1.02,3336245.24,460475.95,1887110.85,418235.21,570423.23,406010.16,109268.58,55144.49,conventional,2015,GreatLakes
13/9/2015,1.03,3532480.92,492741.15,1958150.0,447108.5,634481.27,448051.74,132685.58,53743.95,conventional,2015,GreatLakes
6/9/2015,1.07,3272555.01,432770.76,1876392.91,348448.68,614942.66,468148.29,121209.44,25584.93,conventional,2015,GreatLakes
30/8/2015,1.04,3388803.79,478858.03,1877733.21,419390.5,612822.05,457558.59,111788.68,43474.78,conventional,2015,GreatLakes
23/8/2015,1.14,2849127.29,404182.26,1596909.93,279710.88,568324.22,427635.3,122225.92,18463.0,conventional,2015,GreatLakes
16/8/2015,1.03,3653376.07,414756.68,2087149.52,475383.38,676086.49,486209.97,129683.8,60192.72,conventional,2015,GreatLakes
9/8/2015,1.12,3230139.65,420919.7,1839862.82,331336.66,638020.47,497895.48,115527.66,24597.33,conventional,2015,GreatLakes
2/8/2015,1.14,3162447.64,490577.01,1722754.95,321610.93,627504.75,500704.88,104570.86,22229.01,conventional,2015,GreatLakes
26/7/2015,1.1,3135698.38,475306.73,1616355.0,281882.1,762154.55,617211.53,127530.47,17412.55,conventional,2015,GreatLakes
19/7/2015,1.12,3436864.41,449090.82,1843047.36,454643.18,690083.05,535843.25,110898.39,43341.41,conventional,2015,GreatLakes
12/7/2015,1.14,3077237.12,456044.5,1617124.36,288141.07,715927.19,581802.24,120335.36,13789.59,conventional,2015,GreatLakes
5/7/2015,1.13,3774004.27,502233.05,2055125.98,442059.88,774585.36,606612.51,140253.5,27719.35,conventional,2015,GreatLakes
28/6/2015,1.07,3336314.35,476721.82,1631460.3,261863.52,966268.71,803974.11,148652.02,13642.58,conventional,2015,GreatLakes
21/6/2015,1.08,3720458.83,487936.68,1958437.1,493928.69,780156.36,611156.81,132172.82,36826.73,conventional,2015,GreatLakes
14/6/2015,1.12,3511185.14,604782.48,1744519.06,346867.18,815016.42,683334.7,119899.69,11782.03,conventional,2015,GreatLakes
7/6/2015,1.13,3602112.79,689242.14,1723625.04,447117.42,742128.19,584086.31,122232.65,35809.23,conventional,2015,GreatLakes
31/5/2015,1.2,3151714.0,667193.97,1478975.82,280464.92,725079.29,593192.94,119920.22,11966.13,conventional,2015,GreatLakes
24/5/2015,1.15,3574050.61,758183.5,1764210.85,263068.72,788587.54,641756.72,134308.54,12522.28,conventional,2015,GreatLakes
17/5/2015,1.09,3753201.03,787079.55,1939235.3,406338.23,620547.95,481046.82,110126.4,29374.73,conventional,2015,GreatLakes
10/5/2015,1.15,3501344.46,766730.7,1723310.79,274259.73,737043.24,585000.53,147022.85,5019.86,conventional,2015,GreatLakes
3/5/2015,1.05,3901054.42,719493.66,2200706.49,327171.65,653682.62,493009.35,146837.36,13835.91,conventional,2015,GreatLakes
26/4/2015,1.14,3234024.32,609506.22,1580854.41,294073.96,749589.73,615887.17,116500.49,17202.07,conventional,2015,GreatLakes
19/4/2015,1.06,3857605.11,615564.03,2140254.41,383840.98,717945.69,609139.49,84879.59,23926.61,conventional,2015,GreatLakes
12/4/2015,1.11,2895992.9,548501.37,1403326.56,190091.28,754073.69,688965.8,60642.37,4465.52,conventional,2015,GreatLakes
5/4/2015,1.18,2938918.81,504487.79,1595354.39,221603.31,617473.32,552075.78,61643.12,3754.42,conventional,2015,GreatLakes
29/3/2015,1.09,2971443.88,456518.93,1472879.42,196545.04,845500.49,758625.31,82421.91,4453.27,conventional,2015,GreatLakes
22/3/2015,1.04,3746598.18,543151.72,2146436.5,451798.84,605211.12,453829.96,105804.36,45576.8,conventional,2015,GreatLakes
15/3/2015,1.1,2948199.23,475449.58,1626922.95,223788.7,622038.0,498932.31,114147.11,8958.58,conventional,2015,GreatLakes
8/3/2015,1.04,3134752.64,380674.2,1675102.29,253978.78,824997.37,697812.88,114519.6,12664.89,conventional,2015,GreatLakes
1/3/2015,1.02,3566752.43,353818.94,2135517.89,478701.64,598713.96,462539.26,88541.92,47632.78,conventional,2015,GreatLakes
22/2/2015,1.16,2730224.03,391400.93,1482033.31,246541.13,610248.66,512270.39,88536.91,9441.36,conventional,2015,GreatLakes
15/2/2015,1.15,2610004.41,390973.21,1331420.43,237030.33,650580.44,561485.4,81172.24,7922.8,conventional,2015,GreatLakes
8/2/2015,1.07,2856456.35,515789.01,1541252.99,238780.53,560633.82,472576.07,78544.87,9512.88,conventional,2015,GreatLakes
1/2/2015,0.91,4874124.41,768874.35,2948564.71,510153.65,646531.7,479453.25,126925.79,40152.66,conventional,2015,GreatLakes
25/1/2015,1.13,2928692.32,390289.67,1649082.75,271642.56,617677.34,503612.64,109501.0,4563.7,conventional,2015,GreatLakes
18/1/2015,1.08,3006207.02,401683.43,1650327.26,257105.89,697090.44,600155.95,93434.54,3499.95,conventional,2015,GreatLakes
11/1/2015,1.1,3067638.32,416900.3,1818618.04,316856.73,515263.25,412976.97,91214.54,11071.74,conventional,2015,GreatLakes
4/1/2015,1.02,3382800.12,467259.47,2059657.71,318102.38,537780.56,412779.64,111072.91,13928.01,conventional,2015,GreatLakes
27/12/2015,0.78,944506.54,389773.22,288003.62,126150.81,140578.89,73711.94,36493.62,30373.33,conventional,2015,Houston
20/12/2015,0.75,922355.67,382444.22,278067.11,127372.19,134472.15,72198.16,31520.66,30753.33,conventional,2015,Houston
13/12/2015,0.73,998752.95,412187.8,386865.21,81450.04,118249.9,69011.01,48622.22,616.67,conventional,2015,Houston
6/12/2015,0.74,989676.85,368528.91,490805.0,7041.19,123301.75,61020.31,62281.44,0.0,conventional,2015,Houston
29/11/2015,0.79,783225.98,391616.95,289533.68,4334.89,97740.46,67880.28,29860.18,0.0,conventional,2015,Houston
22/11/2015,0.73,913002.96,402191.51,391110.76,6924.43,112776.26,70785.25,41991.01,0.0,conventional,2015,Houston
15/11/2015,0.72,998801.78,530464.33,332541.11,4611.0,131185.34,62414.66,68770.68,0.0,conventional,2015,Houston
8/11/2015,0.75,983909.85,427828.16,411365.91,20404.29,124311.49,56573.89,67737.6,0.0,conventional,2015,Houston
1/11/2015,0.77,1007805.74,395945.0,365506.02,111263.81,135090.91,56198.27,78892.64,0.0,conventional,2015,Houston
25/10/2015,0.88,933623.58,437329.85,313129.29,81274.85,101889.59,57577.21,44260.6,51.78,conventional,2015,Houston
18/10/2015,0.9,847813.12,436132.2,242842.91,80895.03,87942.98,59835.83,28107.15,0.0,conventional,2015,Houston
11/10/2015,0.79,1036269.51,410949.18,385629.69,126765.96,112924.68,62638.13,50286.55,0.0,conventional,2015,Houston
4/10/2015,0.82,1019283.99,411727.49,435388.05,43558.15,128610.3,59751.0,68859.3,0.0,conventional,2015,Houston
27/9/2015,0.86,968988.09,383218.43,458982.9,16780.9,110005.86,61098.51,48907.35,0.0,conventional,2015,Houston
20/9/2015,0.83,967228.05,417701.88,445473.03,6959.5,97093.64,55198.32,41895.32,0.0,conventional,2015,Houston
13/9/2015,0.89,1095790.27,421533.83,540499.39,5559.36,128197.69,55636.91,72560.78,0.0,conventional,2015,Houston
6/9/2015,0.89,1090493.39,460377.08,495487.54,6230.7,128398.07,63724.96,64673.11,0.0,conventional,2015,Houston
30/8/2015,0.88,926124.93,559048.7,260761.33,4514.17,101800.73,72264.6,29536.13,0.0,conventional,2015,Houston
23/8/2015,0.89,933166.17,509472.17,321616.5,4323.68,97753.82,62733.47,35020.35,0.0,conventional,2015,Houston
16/8/2015,0.92,968899.09,565965.79,297434.65,3479.25,102019.4,65764.02,36255.38,0.0,conventional,2015,Houston
9/8/2015,0.92,935149.69,474778.09,356592.63,5288.3,98490.67,62834.44,35656.23,0.0,conventional,2015,Houston
2/8/2015,0.9,948126.9,568694.81,281941.22,3494.6,93996.27,60782.86,33213.41,0.0,conventional,2015,Houston
26/7/2015,0.79,1086740.19,522819.52,443177.18,5096.53,115646.96,69845.31,45801.65,0.0,conventional,2015,Houston
19/7/2015,0.78,1093424.59,517797.01,424786.53,4233.66,146607.39,73695.03,72912.36,0.0,conventional,2015,Houston
12/7/2015,0.79,999607.51,559622.59,307628.06,3226.08,129130.78,71467.17,57474.72,188.89,conventional,2015,Houston
5/7/2015,0.79,1173819.67,652959.91,371700.87,3957.2,145201.69,98660.98,46540.71,0.0,conventional,2015,Houston
28/6/2015,0.74,1135915.03,613485.76,337700.09,1935.65,182793.53,87444.74,95348.79,0.0,conventional,2015,Houston
21/6/2015,0.74,1196121.27,578767.93,449584.59,2227.98,165540.77,84406.17,81134.6,0.0,conventional,2015,Houston
14/6/2015,0.62,1533409.28,924661.29,439063.48,4700.1,164984.41,85200.08,79784.33,0.0,conventional,2015,Houston
7/6/2015,0.72,1172177.72,675888.37,364707.14,3899.67,127682.54,72504.8,55177.74,0.0,conventional,2015,Houston
31/5/2015,0.72,1262932.78,757230.93,383626.57,2927.27,119148.01,53981.67,65166.34,0.0,conventional,2015,Houston
24/5/2015,0.83,1089679.39,662438.33,324447.92,5151.72,97641.42,58142.73,39498.69,0.0,conventional,2015,Houston
17/5/2015,0.82,1025659.59,676510.74,263395.46,3241.06,82512.33,47881.9,34630.43,0.0,conventional,2015,Houston
10/5/2015,0.76,1201673.17,654227.6,424395.94,3776.21,119273.42,49686.88,69586.54,0.0,conventional,2015,Houston
3/5/2015,0.74,1296308.05,651055.45,502617.22,4521.86,138113.52,55875.33,82238.19,0.0,conventional,2015,Houston
26/4/2015,0.79,1082231.89,689172.94,295785.8,5527.28,91745.87,58557.13,33188.74,0.0,conventional,2015,Houston
19/4/2015,0.82,933033.17,566197.65,250464.55,3898.56,112472.41,78217.04,34255.37,0.0,conventional,2015,Houston
12/4/2015,0.79,1096074.97,631292.63,353794.42,3936.53,107051.39,97144.19,9907.2,0.0,conventional,2015,Houston
5/4/2015,0.83,1249645.2,608887.6,496479.07,4878.2,139400.33,132586.15,6814.18,0.0,conventional,2015,Houston
29/3/2015,0.79,1116225.29,502389.02,480447.28,4633.28,128755.71,122988.43,5767.28,0.0,conventional,2015,Houston
22/3/2015,0.8,1036663.77,514614.47,393974.61,5199.15,122875.54,71977.68,50897.86,0.0,conventional,2015,Houston
15/3/2015,0.77,1043172.77,526390.61,401259.86,5000.2,110522.1,62352.87,48169.23,0.0,conventional,2015,Houston
8/3/2015,0.78,1166055.83,507328.95,517669.77,5321.52,135735.59,60498.92,75236.67,0.0,conventional,2015,Houston
1/3/2015,0.87,991328.46,481279.09,391780.92,4149.71,114118.74,63264.46,50854.28,0.0,conventional,2015,Houston
22/2/2015,0.82,978807.74,520034.92,346617.64,6532.39,105622.79,73227.41,32395.38,0.0,conventional,2015,Houston
15/2/2015,0.73,1062387.72,571823.28,364817.51,5598.15,120148.78,83840.62,36308.16,0.0,conventional,2015,Houston
8/2/2015,0.7,1180723.02,525259.71,535768.93,5175.33,114519.05,103507.51,11011.54,0.0,conventional,2015,Houston
1/2/2015,0.72,1280364.01,540024.17,597855.73,8063.4,134420.71,86145.18,48275.53,0.0,conventional,2015,Houston
25/1/2015,0.77,983910.94,549415.32,309974.97,4231.47,120289.18,95546.28,24742.9,0.0,conventional,2015,Houston
18/1/2015,0.77,1017854.16,458532.19,429687.47,9353.74,120280.76,107320.39,12960.37,0.0,conventional,2015,Houston
11/1/2015,0.78,1062071.65,463272.52,441785.8,4094.47,152918.86,126995.76,25923.1,0.0,conventional,2015,Houston
4/1/2015,0.71,1062990.62,506426.58,436347.57,4378.92,115837.55,90299.85,25537.7,0.0,conventional,2015,Houston
27/12/2015,0.8,2326942.14,976982.58,455203.42,86202.11,808554.03,722787.61,74359.03,11407.39,conventional,2015,LosAngeles
20/12/2015,0.85,2149872.45,870581.1,396515.66,96111.9,786663.79,681332.22,94921.87,10409.7,conventional,2015,LosAngeles
13/12/2015,0.74,2690296.07,1072331.45,456120.56,67975.05,1093869.01,962784.81,123270.26,7813.94,conventional,2015,LosAngeles
6/12/2015,0.66,3048290.53,1204232.39,682692.02,64728.33,1096637.79,997845.83,92324.72,6467.24,conventional,2015,LosAngeles
29/11/2015,0.83,2156008.93,833468.11,501667.47,70943.62,749929.73,681435.37,61342.99,7151.37,conventional,2015,LosAngeles
22/11/2015,0.81,2268076.38,886079.66,558302.72,75963.22,747730.78,676325.88,64489.99,6914.91,conventional,2015,LosAngeles
15/11/2015,0.74,2828361.9,1281378.91,661936.25,70734.46,814312.28,763322.82,44152.29,6837.17,conventional,2015,LosAngeles
8/11/2015,0.84,2621078.31,1314856.37,702841.97,75385.11,527994.86,492713.56,29335.02,5946.28,conventional,2015,LosAngeles
1/11/2015,0.89,2617806.65,1232603.24,914725.31,74252.61,396225.49,378048.56,13371.54,4805.39,conventional,2015,LosAngeles
25/10/2015,0.95,2327634.45,974251.62,925306.32,78774.2,349302.31,341731.29,3774.75,3796.27,conventional,2015,LosAngeles
18/10/2015,0.89,2661345.12,1045819.2,1169758.16,78303.54,367464.22,358998.74,6303.21,2162.27,conventional,2015,LosAngeles
11/10/2015,0.92,2591981.76,1014382.6,1205553.71,74862.42,297183.03,280841.88,13203.35,3137.8,conventional,2015,LosAngeles
4/10/2015,0.98,2278629.09,798046.49,1120569.37,86683.25,273329.98,251924.68,17899.44,3505.86,conventional,2015,LosAngeles
27/9/2015,0.9,2674658.54,1004429.55,1305809.85,81864.64,282554.5,268104.31,9642.69,4807.5,conventional,2015,LosAngeles
20/9/2015,0.99,2392448.9,1024117.14,947562.49,118706.07,302063.2,284791.57,12275.43,4996.2,conventional,2015,LosAngeles
